time_s,hold_mode
4.19,8
4.195,8
4.2,8
4.205,8
4.21,8
4.215,8
4.22,8
4.225,8
4.23,8
4.235,8
4.24,8
4.245,8
4.25,8
4.255,8
4.26,8
4.265,8
4.27,8
4.275,8
4.28,8
4.285,8
4.29,8
4.295,8
4.3,8
4.305,8
4.31,8
4.315,8
4.32,8
4.325,8
4.33,8
4.335,8
4.34,8
4.345,8
4.35,8
4.355,8
4.36,8
4.365,8
4.37,8
4.375,8
4.38,8
4.385,8
4.39,8
4.395,8
4.4,8
4.405,8
4.41,8
4.415,8
4.42,8
4.425,8
4.43,8
4.435,8
4.44,8
4.445,8
4.45,8
4.455,8
4.46,8
4.465,8
4.47,8
4.475,8
4.48,8
4.485,8
4.49,8
4.495,8
4.5,8
4.505,8
4.51,8
4.515,8
4.52,8
4.525,8
4.53,8
4.535,8
4.54,8
4.545,8
4.55,8
4.555,8
4.56,8
4.565,8
4.57,8
4.575,8
4.58,8
4.585,8
4.59,8
4.595,8
4.6,8
4.605,8
4.61,8
4.615,8
4.62,8
4.625,8
4.63,8
4.635,8
4.64,8
4.645,8
4.65,8
4.655,8
4.66,8
4.665,8
4.67,8
4.675,8
4.68,8
4.685,8
4.69,8
4.695,8
4.7,8
4.705,8
4.71,8
4.715,8
4.72,8
4.725,8
4.73,8
4.735,8
4.74,8
4.745,8
4.75,8
4.755,8
4.76,8
4.765,8
4.77,8
4.775,8
4.78,8
4.785,8
4.79,8
4.795,8
4.8,8
4.805,8
4.81,8
4.815,8
4.82,8
4.825,8
4.83,8
4.835,8
4.84,8
4.845,8
4.85,8
4.855,8
4.86,8
4.865,8
4.87,8
4.875,8
4.88,8
4.885,8
4.89,8
4.895,8
4.9,8
4.905,8
4.91,8
4.915,8
4.92,8
4.925,8
4.93,8
4.935,8
4.94,8
4.945,8
4.95,8
4.955,8
4.96,8
4.965,8
4.97,8
4.975,8
4.98,8
4.985,8
4.99,8
4.995,8
5,8
5.005,8
5.01,8
5.015,8
5.02,8
5.025,8
5.03,8
5.035,8
5.04,8
5.045,8
5.05,8
5.055,8
5.06,8
5.065,8
5.07,8
5.075,8
5.08,8
5.085,8
5.09,8
5.095,8
5.1,8
5.105,8
5.11,8
5.115,8
5.12,8
5.125,8
5.13,8
5.135,8
5.14,8
5.145,8
5.15,8
5.155,8
5.16,8
5.165,8
5.17,8
5.175,8
5.18,8
5.185,8
5.19,8
5.195,8
5.2,8
5.205,8
5.21,8
5.215,8
5.22,8
5.225,8
5.23,8
5.235,8
5.24,8
5.245,8
5.25,8
5.255,8
5.26,8
5.265,8
5.27,8
5.275,8
5.28,8
5.285,8
5.29,8
5.295,8
5.3,8
5.305,8
5.31,8
5.315,8
5.32,8
5.325,8
5.33,8
5.335,8
5.34,8
5.345,8
5.35,8
5.355,8
5.36,8
5.365,8
5.37,8
5.375,8
5.38,8
5.385,8
5.39,8
5.395,8
5.4,8
5.405,8
5.41,8
5.415,8
5.42,8
5.425,8
5.43,8
5.435,8
5.44,8
5.445,8
5.45,8
5.455,8
5.46,8
5.465,8
5.47,8
5.475,8
5.48,8
5.485,8
5.49,8
5.495,8
5.5,8
5.505,8
5.51,8
5.515,8
5.52,8
5.525,8
5.53,8
5.535,8
5.54,8
5.545,8
5.55,8
5.555,8
5.56,8
5.565,8
5.57,8
5.575,8
5.58,8
5.585,8
5.59,8
5.595,8
5.6,8
5.605,8
5.61,8
5.615,8
5.62,8
5.625,8
5.63,8
5.635,8
5.64,8
5.645,8
5.65,8
5.655,8
5.66,8
5.665,8
5.67,8
5.675,8
5.68,8
5.685,8
5.69,8
5.695,8
5.7,8
5.705,8
5.71,8
5.715,8
5.72,8
5.725,8
5.73,8
5.735,8
5.74,8
5.745,8
5.75,8
5.755,8
5.76,8
5.765,8
5.77,8
5.775,8
5.78,8
5.785,8
5.79,8
5.795,8
5.8,8
5.805,8
5.81,8
5.815,8
5.82,8
5.825,8
5.83,8
5.835,8
5.84,8
5.845,8
5.85,8
5.855,8
5.86,8
5.865,8
5.87,8
5.875,8
5.88,8
5.885,8
5.89,8
5.895,8
5.9,8
5.905,8
5.91,8
5.915,8
5.92,8
5.925,8
5.93,8
5.935,8
5.94,8
5.945,8
5.95,8
5.955,8
5.96,8
5.965,8
5.97,8
5.975,8
5.98,8
5.985,8
5.99,8
5.995,8
6,8
6.005,8
6.01,8
6.015,8
6.02,8
6.025,8
6.03,8
6.035,8
6.04,8
6.045,8
6.05,8
6.055,8
6.06,8
6.065,8
6.07,8
6.075,8
6.08,8
6.085,8
6.09,8
6.095,8
6.1,8
6.105,8
