time_s,fusion_mode
4.19,8
4.195,8
4.2,8
4.205,8
4.21,8
4.215,8
4.22,8
4.225,8
4.23,8
4.235,8
4.24,8
4.245,8
4.25,8
4.255,8
4.26,8
4.265,8
4.27,8
4.275,8
4.28,8
4.285,8
4.29,8
4.295,8
4.3,8
4.305,8
4.31,8
4.315,8
4.32,8
4.325,8
4.33,8
4.335,8
4.34,8
4.345,8
4.35,8
4.355,8
4.36,8
4.365,8
4.37,8
4.375,8
4.38,8
4.385,8
4.39,8
4.395,8
4.4,8
4.405,8
4.41,8
4.415,8
4.42,8
4.425,8
4.43,8
4.435,8
4.44,8
4.445,8
4.45,8
4.455,8
4.46,8
4.465,8
4.47,8
4.475,8
4.48,8
4.485,8
4.49,8
4.495,8
4.5,8
4.505,8
4.51,8
4.515,8
4.52,8
4.525,8
4.53,8
4.535,8
4.54,8
4.545,8
4.55,8
4.555,8
4.56,8
4.565,8
4.57,8
4.575,8
4.58,8
4.585,8
4.59,8
4.595,8
4.6,8
4.605,8
4.61,8
4.615,8
4.62,8
4.625,8
4.63,8
4.635,8
4.64,8
4.645,8
4.65,8
4.655,8
4.66,8
4.665,8
4.67,8
4.675,8
4.68,8
4.685,8
4.69,8
4.695,8
4.7,8
4.705,8
4.71,8
4.715,8
4.72,8
4.725,8
4.73,8
4.735,8
4.74,8
4.745,8
4.75,8
4.755,8
4.76,8
4.765,8
4.77,8
4.775,8
4.78,8
4.785,8
4.79,8
4.795,8
4.8,8
4.805,8
4.81,8
4.815,8
4.82,8
4.825,8
4.83,8
4.835,8
4.84,8
4.845,8
4.85,8
4.855,8
4.86,8
4.865,8
4.87,8
4.875,8
4.88,8
4.885,8
4.89,8
4.895,8
4.9,8
4.905,8
4.91,8
4.915,8
4.92,8
4.925,8
4.93,8
4.935,8
4.94,8
4.945,8
4.95,8
4.955,8
4.96,8
4.965,8
4.97,8
4.975,8
4.98,8
4.985,8
4.99,8
4.995,8
5,8
5.005,8
5.01,8
5.015,8
5.02,8
5.025,8
5.03,8
5.035,8
5.04,8
5.045,8
5.05,8
5.055,8
5.06,8
5.065,8
5.07,8
5.075,8
5.08,8
5.085,8
5.09,8
5.095,8
5.1,8
5.105,8
5.11,8
5.115,8
5.12,8
5.125,8
5.13,8
5.135,8
5.14,8
5.145,8
5.15,8
5.155,8
5.16,8
5.165,8
5.17,8
5.175,8
5.18,8
5.185,8
5.19,8
5.195,8
5.2,8
5.205,8
5.21,8
5.215,8
5.22,8
5.225,8
5.23,8
5.235,8
5.24,8
5.245,8
5.25,8
5.255,8
5.26,8
5.265,8
5.27,8
5.275,8
5.28,8
5.285,8
5.29,8
5.295,8
5.3,8
5.305,8
5.31,8
5.315,8
5.32,8
5.325,8
5.33,8
5.335,8
5.34,8
5.345,8
5.35,8
5.355,8
5.36,8
5.365,8
5.37,8
5.375,8
5.38,8
5.385,8
5.39,8
5.395,8
5.4,8
5.405,8
5.41,8
5.415,8
5.42,8
5.425,8
5.43,8
5.435,8
5.44,8
5.445,8
5.45,8
5.455,8
5.46,8
5.465,8
5.47,8
5.475,8
5.48,8
5.485,8
5.49,8
5.495,8
5.5,8
5.505,8
5.51,8
5.515,8
5.52,8
5.525,8
5.53,8
5.535,8
5.54,8
5.545,8
5.55,8
5.555,8
5.56,8
5.565,8
5.57,8
5.575,8
5.58,8
5.585,8
5.59,8
5.595,8
5.6,8
5.605,8
5.61,8
5.615,8
5.62,8
5.625,8
5.63,8
5.635,8
5.64,8
5.645,8
5.65,8
5.655,8
5.66,8
5.665,8
5.67,8
5.675,8
5.68,8
5.685,8
5.69,8
5.695,8
5.7,8
5.705,8
5.71,8
5.715,8
5.72,8
5.725,8
5.73,8
5.735,8
5.74,8
5.745,8
5.75,8
5.755,8
5.76,8
5.765,8
5.77,8
5.775,8
5.78,8
5.785,8
5.79,8
5.795,8
5.8,8
5.805,8
5.81,8
5.815,8
5.82,8
5.825,8
5.83,8
5.835,8
5.84,8
5.845,8
5.85,8
5.855,8
5.86,8
5.865,8
5.87,8
5.875,8
5.88,8
5.885,8
5.89,8
5.895,8
5.9,8
5.905,8
5.91,8
5.915,8
5.92,8
5.925,8
5.93,8
5.935,8
5.94,8
5.945,8
5.95,8
5.955,8
5.96,8
5.965,8
5.97,8
5.975,8
5.98,8
5.985,8
5.99,8
5.995,8
6,8
6.005,8
6.01,8
6.015,8
6.02,8
6.025,8
6.03,8
6.035,8
6.04,8
6.045,8
6.05,8
6.055,8
6.06,8
6.065,8
6.07,8
6.075,8
6.08,8
6.085,8
6.09,8
6.095,8
6.1,8
6.105,8
6.11,8
6.115,8
6.12,8
6.125,8
6.13,8
6.135,8
6.14,8
6.145,8
6.15,8
6.155,8
6.16,8
6.165,8
6.17,8
6.175,8
6.18,8
6.185,8
6.19,8
6.195,8
6.2,8
6.205,8
6.21,8
6.215,8
6.22,8
6.225,8
6.23,8
6.235,8
6.24,8
6.245,8
6.25,8
6.255,8
6.26,8
6.265,8
6.27,8
6.275,8
6.28,8
6.285,8
6.29,8
6.295,8
6.3,8
6.305,8
6.31,8
6.315,8
6.32,8
6.325,8
6.33,8
6.335,8
6.34,8
6.345,8
6.35,8
6.355,8
6.36,8
6.365,8
6.37,8
6.375,8
6.38,8
6.385,8
6.39,8
6.395,8
6.4,8
6.405,8
6.41,8
6.415,8
6.42,8
6.425,8
6.43,8
6.435,8
6.44,8
6.445,8
6.45,8
6.455,8
6.46,8
6.465,8
6.47,8
6.475,8
6.48,8
6.485,8
6.49,8
6.495,8
6.5,8
6.505,8
6.51,8
6.515,8
6.52,8
6.525,8
6.53,8
6.535,8
6.54,8
6.545,8
6.55,8
6.555,8
6.56,8
6.565,8
6.57,8
6.575,8
6.58,8
6.585,8
6.59,8
6.595,8
6.6,8
6.605,8
6.61,8
6.615,8
6.62,8
6.625,8
6.63,8
6.635,8
6.64,8
6.645,8
6.65,8
6.655,8
6.66,8
6.665,8
6.67,8
6.675,8
6.68,8
6.685,8
6.69,8
6.695,8
6.7,8
6.705,8
6.71,8
6.715,8
6.72,8
6.725,8
6.73,8
6.735,8
6.74,8
6.745,8
6.75,8
6.755,8
6.76,8
6.765,8
6.77,8
6.775,8
6.78,8
6.785,8
6.79,8
6.795,8
6.8,8
6.805,8
6.81,8
6.815,8
6.82,8
6.825,8
6.83,8
6.835,8
6.84,8
6.845,8
6.85,8
6.855,8
6.86,8
6.865,8
6.87,8
6.875,8
6.88,8
6.885,8
6.89,8
6.895,8
6.9,8
6.905,8
6.91,8
6.915,8
6.92,8
6.925,8
6.93,8
6.935,8
6.94,8
6.945,8
6.95,8
6.955,8
6.96,8
6.965,8
6.97,8
6.975,8
6.98,8
6.985,8
6.99,8
6.995,8
7,8
7.005,8
7.01,8
7.015,8
7.02,8
7.025,8
7.03,8
7.035,8
7.04,8
7.045,8
7.05,8
7.055,8
7.06,8
7.065,8
7.07,8
7.075,8
7.08,8
7.085,8
7.09,8
7.095,8
7.1,8
7.105,8
7.11,8
7.115,8
7.12,8
7.125,8
7.13,8
7.135,8
7.14,8
7.145,8
7.15,8
7.155,8
7.16,8
7.165,8
7.17,8
7.175,8
7.18,8
7.185,8
7.19,8
7.195,8
7.2,8
7.205,8
7.21,8
7.215,8
7.22,8
7.225,8
7.23,8
7.235,8
7.24,8
7.245,8
7.25,8
7.255,8
7.26,8
7.265,8
7.27,8
7.275,8
7.28,8
7.285,8
7.29,8
7.295,8
7.3,8
7.305,8
7.31,8
7.315,8
7.32,8
7.325,8
7.33,8
7.335,8
7.34,8
7.345,8
7.35,8
7.355,8
7.36,8
7.365,8
7.37,8
7.375,8
7.38,8
7.385,8
7.39,8
7.395,8
7.4,8
7.405,8
7.41,8
7.415,8
7.42,8
7.425,8
7.43,8
7.435,8
7.44,8
7.445,8
7.45,8
7.455,8
7.46,8
7.465,8
7.47,8
7.475,8
7.48,8
7.485,8
7.49,8
7.495,8
7.5,8
7.505,8
7.51,8
7.515,8
7.52,8
7.525,8
7.53,8
7.535,8
7.54,8
7.545,8
7.55,8
7.555,8
7.56,8
7.565,8
7.57,8
7.575,8
7.58,8
7.585,8
7.59,8
7.595,8
7.6,8
7.605,8
7.61,8
7.615,8
7.62,8
7.625,8
7.63,8
7.635,8
7.64,8
7.645,8
7.65,8
7.655,8
7.66,8
7.665,8
7.67,8
7.675,8
7.68,8
7.685,8
7.69,8
7.695,8
7.7,8
7.705,8
7.71,8
7.715,8
7.72,8
7.725,8
7.73,8
7.735,8
7.74,8
7.745,8
7.75,8
7.755,8
7.76,8
7.765,8
7.77,8
7.775,8
7.78,8
7.785,8
7.79,8
7.795,8
7.8,8
7.805,8
7.81,8
7.815,8
7.82,8
7.825,8
7.83,8
7.835,8
7.84,8
7.845,8
7.85,8
7.855,8
7.86,8
7.865,8
7.87,8
7.875,8
7.88,8
7.885,8
7.89,8
7.895,8
7.9,8
7.905,8
7.91,8
7.915,8
7.92,8
7.925,8
7.93,8
7.935,8
7.94,8
7.945,8
7.95,8
7.955,8
7.96,8
7.965,8
7.97,8
7.975,8
7.98,8
7.985,8
7.99,8
7.995,8
8,8
8.005,8
8.01,8
8.015,8
8.02,8
8.025,8
8.03,8
8.035,8
8.04,8
8.045,8
8.05,8
8.055,8
8.06,8
8.065,8
8.07,8
8.075,8
8.08,8
8.085,8
8.09,8
8.095,8
8.1,8
8.105,8
8.11,8
8.115,8
8.12,8
8.125,8
8.13,8
8.135,8
8.14,8
8.145,8
8.15,8
8.155,8
8.16,8
8.165,8
8.17,8
8.175,8
8.18,8
8.185,8
8.19,8
8.195,8
8.2,8
8.205,8
8.21,8
8.215,8
8.22,8
8.225,8
8.23,8
8.235,8
8.24,8
8.245,8
8.25,8
8.255,8
8.26,8
8.265,8
8.27,8
8.275,8
8.28,8
8.285,8
8.29,8
8.295,8
8.3,8
8.305,8
8.31,8
8.315,8
8.32,8
8.325,8
8.33,8
8.335,8
8.34,8
8.345,8
8.35,8
8.355,8
8.36,8
8.365,8
8.37,8
8.375,8
8.38,8
8.385,8
8.39,8
8.395,8
8.4,8
8.405,8
8.41,8
8.415,8
8.42,8
8.425,8
8.43,8
8.435,8
8.44,8
8.445,8
8.45,8
8.455,8
8.46,8
8.465,8
8.47,8
8.475,8
8.48,8
8.485,8
8.49,8
8.495,8
8.5,8
8.505,8
8.51,8
8.515,8
8.52,8
8.525,8
8.53,8
8.535,8
8.54,8
8.545,8
8.55,8
8.555,8
8.56,8
8.565,8
8.57,8
8.575,8
8.58,8
8.585,8
8.59,8
8.595,8
8.6,8
8.605,8
8.61,8
8.615,8
8.62,8
8.625,8
8.63,8
8.635,8
8.64,8
8.645,8
8.65,8
8.655,8
8.66,8
8.665,8
8.67,8
8.675,8
8.68,8
8.685,8
8.69,8
8.695,8
8.7,8
8.705,8
8.71,8
8.715,8
8.72,8
8.725,8
8.73,8
8.735,8
8.74,8
8.745,8
8.75,8
8.755,8
8.76,8
8.765,8
8.77,8
8.775,8
8.78,8
8.785,8
8.79,8
8.795,8
8.8,8
8.805,8
8.81,8
8.815,8
8.82,8
8.825,8
8.83,8
8.835,8
8.84,8
8.845,8
8.85,8
8.855,8
8.86,8
8.865,8
8.87,8
8.875,8
8.88,8
8.885,8
8.89,8
8.895,8
8.9,8
8.905,8
8.91,8
8.915,8
8.92,8
8.925,8
8.93,8
8.935,8
8.94,8
8.945,8
8.95,8
8.955,8
8.96,8
8.965,8
8.97,8
8.975,8
8.98,8
8.985,8
8.99,8
8.995,8
9,8
9.005,8
9.01,8
9.015,8
9.02,8
9.025,8
9.03,8
9.035,8
9.04,8
9.045,8
9.05,8
9.055,8
9.06,8
9.065,8
9.07,8
9.075,8
9.08,8
9.085,8
9.09,8
9.095,8
9.1,8
9.105,8
9.11,8
9.115,8
9.12,8
9.125,8
9.13,8
9.135,8
9.14,8
9.145,8
9.15,8
9.155,8
9.16,8
9.165,8
9.17,8
9.175,8
9.18,8
9.185,8
9.19,8
9.195,8
9.2,8
9.205,8
9.21,8
9.215,8
9.22,8
9.225,8
9.23,8
9.235,8
9.24,8
9.245,8
9.25,8
9.255,8
9.26,8
9.265,8
9.27,8
9.275,8
9.28,8
9.285,8
9.29,8
9.295,8
